Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Release Version	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample Last updated	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Publication date	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Submission date	Assembly Blast URL	Assembly Description	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	strain	FSSC 5 MPI-SDFR-AT-0091	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	SRA		SRS3524267	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	strain	FSSC 5 MPI-SDFR-AT-0091	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	DOE Joint Genome Institute		Gp0197080	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	collection_date	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	SRA		SRS3524267	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	collection_date	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	DOE Joint Genome Institute		Gp0197080	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	isol_growth_condt	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	SRA		SRS3524267	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	isol_growth_condt	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	DOE Joint Genome Institute		Gp0197080	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	ref_biomaterial	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	SRA		SRS3524267	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	ref_biomaterial	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	DOE Joint Genome Institute		Gp0197080	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	estimated_size	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	SRA		SRS3524267	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	estimated_size	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	DOE Joint Genome Institute		Gp0197080	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	ploidy	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	SRA		SRS3524267	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	ploidy	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	DOE Joint Genome Institute		Gp0197080	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	propagation	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	SRA		SRS3524267	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	propagation	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	DOE Joint Genome Institute		Gp0197080	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	env_local_scale	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	SRA		SRS3524267	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	env_local_scale	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	DOE Joint Genome Institute		Gp0197080	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
GCF_020744495.1																											283		17654	3	17940		Annotation submitted by DOE Joint Genome Institute	Eukaryotic Annotation Propagation Pipeline	DOE Joint Genome Institute	2022-02-02				Full annotation	Falcon v. 0.7.3			PRJNA370198	PRJNA370198			Fusarium solani FSIF6 Standard Draft genome sequencing	SAMN06297339	env_medium	missing	PRJNA370198				Keywords: GSC:MIxS;MIGS:6.0								Fusarium solani		169388	Fusarium solani FSIF6 Standard Draft	SRA		SRS3524267	2021-04-23T11:23:03.692	MIGS.eu		DOE Joint Genome Institute	MIGS.eu.6.0	2017-02-03T00:00:00.000	live	2017-02-03T21:48:05.864	2017-02-03T21:48:05.863	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_020744495.1		Contig			Fusso1		GCA_020744495.1			Annotation submitted by DOE Joint Genome Institute			current	representative genome	2021-11-05	PacBio RSII	current	DOE Joint Genome Institute			haploid	9	2221287		26997422	51	96.9x	74	74						52932111	52932111								GCF_020744495.1													FSSC 5 MPI-SDFR-AT-0091	Fusarium solani		169388	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/JAGTJS01	JAGTJS01	https://www.ncbi.nlm.nih.gov/nuccore/JAGTJS000000000.1
